,title,artist,album,year,genre,label,file_path,tempo,timbre,genres,styles
861,Skyscapers Of Ur Mind,"Lords Of Midnite, Legowelt",Drown In Ur Love EP,2014,,Unknown to the Unknown,"/mnt/d/UTTU/Lords Of Midnite, Legowelt/Lords Of Midnite, Legowelt - Drown In Ur Love EP - 02 Skyscapers Of Ur Mind.mp3",123.046875,"-47.250256,91.48304,-28.481968,38.937496,1.8613217,18.688963,-4.627679,17.155275,-2.930082,6.752811,-0.9929592,7.0036445,-2.9606314,3.4965498,-2.1019263,3.931853,-6.351563,-2.8156786,-2.2486207,5.8349023",Search Failed,Search Failed
862,We Gonna Ride Tonight,"Lords Of Midnite, Legowelt",Drown In Ur Love EP,2014,,Unknown to the Unknown,"/mnt/d/UTTU/Lords Of Midnite, Legowelt/Lords Of Midnite, Legowelt - Drown In Ur Love EP - 03 We Gonna Ride Tonight.mp3",99.38401442307692,"-72.76037,88.36412,-12.596206,55.548767,11.545937,14.530449,-0.41033942,6.9191766,-0.31251138,4.3392367,-1.7905133,-0.56805855,-2.3821883,1.4656676,1.0086845,0.164975,1.7954758,5.2362027,4.852215,5.019298",Search Failed,Search Failed
863,Mister Right Now,Luca Lozano,Mister Right Now + DJ Fett Burger Remix,2014,,Unknown to the Unknown,/mnt/d/UTTU/Luca Lozano/Luca Lozano - Mister Right Now + DJ Fett Burger Remix - 01 Mister Right Now.mp3,123.046875,"-121.09235,53.1315,9.974425,31.788067,21.395756,31.256092,12.92751,16.759794,8.910247,18.59529,6.382303,12.501134,7.004336,10.638382,6.47541,9.352484,5.1800103,5.203186,2.7731502,3.7183263",Search Failed,Search Failed
864,Come With Me,Luca Lozano,Mister Right Now + DJ Fett Burger Remix,2014,,Unknown to the Unknown,/mnt/d/UTTU/Luca Lozano/Luca Lozano - Mister Right Now + DJ Fett Burger Remix - 02 Come With Me.mp3,123.046875,"-103.06306,74.40155,26.185022,52.75683,13.775719,21.434662,3.0698802,7.735303,3.1652527,4.427279,0.9934732,4.254938,2.1119795,4.9026036,5.1502724,7.6573653,2.9698946,7.4566016,-0.36209106,9.91252",Search Failed,Search Failed
865,The Afterworld,Luca Lozano,Mister Right Now + DJ Fett Burger Remix,2014,,Unknown to the Unknown,/mnt/d/UTTU/Luca Lozano/Luca Lozano - Mister Right Now + DJ Fett Burger Remix - 03 The Afterworld.mp3,123.046875,"-87.19008,48.96266,-2.756838,16.777245,8.227841,15.485843,-0.0392223,7.10301,6.555343,9.922756,0.42080742,5.385734,0.75597394,3.2884808,-4.551129,3.0308506,-1.227006,3.6415486,0.2631818,5.003348",Search Failed,Search Failed
866,The Afterworld (DJ Fett Burgers Orgonitt Meme Deep Mix),Luca Lozano,Mister Right Now + DJ Fett Burger Remix,2014,,Unknown to the Unknown,/mnt/d/UTTU/Luca Lozano/Luca Lozano - Mister Right Now + DJ Fett Burger Remix - 04 The Afterworld (DJ Fett Burgers Orgonitt Meme Deep Mix).mp3,123.046875,"-66.19225,75.00658,-0.08792999,29.824179,-8.16979,11.758969,-5.8164406,10.554158,-0.07527251,7.0859275,-0.684979,-0.6293912,-4.9916053,-1.6293097,-3.7727313,-0.95630765,-5.295962,0.6669928,-2.2165346,1.952016",Search Failed,Search Failed
867,Raveshaped Drums Demo 1,Lucretio (The Analogue Cops),Raveshaped Drums (Sample Pack),2022,,Unknown to the Unknown,/mnt/d/UTTU/Lucretio (The Analogue Cops)/Lucretio (The Analogue Cops) - Raveshaped Drums (Sample Pack) - 01 Raveshaped Drums Demo 1.mp3,161.4990234375,"-111.528275,61.031277,7.5043716,17.619978,4.4129786,18.014948,9.129126,12.6631975,2.8323357,10.841874,-1.653909,-0.6798985,-1.805435,3.1750731,-0.8104426,12.220835,2.5160003,1.0782056,-8.282796,0.74134916",Search Failed,Search Failed
868,Raveshaped Drums Demo 2,Lucretio (The Analogue Cops),Raveshaped Drums (Sample Pack),2022,,Unknown to the Unknown,/mnt/d/UTTU/Lucretio (The Analogue Cops)/Lucretio (The Analogue Cops) - Raveshaped Drums (Sample Pack) - 02 Raveshaped Drums Demo 2.mp3,112.34714673913044,"-71.116066,58.56916,-14.569477,8.882634,-6.8540134,-1.7025806,-0.870166,4.920427,-2.1330488,0.31854367,3.4286258,-2.8920138,-5.219644,6.3440614,-1.3976488,3.0069592,-0.37896276,3.348501,-0.15332146,-0.6744999",Search Failed,Search Failed
869,Raveshaped Drums Demo 3,Lucretio (The Analogue Cops),Raveshaped Drums (Sample Pack),2022,,Unknown to the Unknown,/mnt/d/UTTU/Lucretio (The Analogue Cops)/Lucretio (The Analogue Cops) - Raveshaped Drums (Sample Pack) - 03 Raveshaped Drums Demo 3.mp3,143.5546875,"-116.95532,63.976086,-2.9185374,25.882387,0.5644394,13.048864,1.3166318,9.3962965,-0.6562998,5.5755925,0.37981027,4.0535293,-0.42064786,4.152638,-1.9066019,0.7712045,-3.10653,1.1006582,-2.5089924,1.1784292",Search Failed,Search Failed
870,Raveshaped Drums Demo 4,Lucretio (The Analogue Cops),Raveshaped Drums (Sample Pack),2022,,Unknown to the Unknown,/mnt/d/UTTU/Lucretio (The Analogue Cops)/Lucretio (The Analogue Cops) - Raveshaped Drums (Sample Pack) - 04 Raveshaped Drums Demo 4.mp3,129.19921875,"-186.42729,109.696,16.343977,27.927519,10.3641205,22.801117,5.765825,12.222938,3.1173663,5.7699623,1.4132617,1.8344657,-5.8087153,-0.21438602,-0.5039264,3.849358,0.17208421,1.8608046,1.6702737,4.061648",Search Failed,Search Failed
871,Raveshaped Drums Demo 5,Lucretio (The Analogue Cops),Raveshaped Drums (Sample Pack),2022,,Unknown to the Unknown,/mnt/d/UTTU/Lucretio (The Analogue Cops)/Lucretio (The Analogue Cops) - Raveshaped Drums (Sample Pack) - 05 Raveshaped Drums Demo 5.mp3,161.4990234375,"-142.46152,85.28321,26.891079,27.956926,12.206496,9.605221,0.92032146,7.1258326,0.77869356,8.844355,4.6182714,7.412949,2.7431784,5.8297,1.3863494,2.1338468,-2.7396173,2.6287315,-2.3874674,0.5757188",Search Failed,Search Failed
872,Xhale,Ludwig A.F.,Xhale EP,2018,,Unknown to the Unknown,/mnt/d/UTTU/Ludwig A.F/Ludwig A.F. - Xhale EP - 01 Xhale.mp3,123.046875,"-56.51624,92.52991,13.263035,25.301891,-0.57712156,7.667317,-7.413348,5.40911,-5.4272027,3.389827,-8.565351,5.4590335,-4.9784403,4.459949,-1.761768,2.4206018,-6.1326213,0.89829886,-3.4397027,2.2999518",Search Failed,Search Failed
873,Shiitake,Ludwig A.F.,Xhale EP,2018,,Unknown to the Unknown,/mnt/d/UTTU/Ludwig A.F/Ludwig A.F. - Xhale EP - 02 Shiitake.mp3,129.19921875,"-111.983765,86.78172,-0.17278071,10.503392,-7.397481,19.403618,-10.326128,4.5079803,-12.951712,1.2696935,-4.9667306,2.9842072,-4.7202654,-2.0752637,-4.2916665,10.2874775,-0.17077945,0.4945388,-2.3324838,5.047621",Search Failed,Search Failed
874,Firefly,Ludwig A.F.,Xhale EP,2018,,Unknown to the Unknown,/mnt/d/UTTU/Ludwig A.F/Ludwig A.F. - Xhale EP - 03 Firefly.mp3,123.046875,"-145.90213,168.88292,19.767801,29.232498,1.901217,2.1490545,3.1765933,8.692539,-1.3688494,-4.7235613,-6.0144897,3.3271725,-1.4321376,1.6596774,-2.7852025,2.242953,1.2210448,6.1596246,-1.1096501,-3.6339068",Search Failed,Search Failed
875,Omega Quest,Ludwig A.F.,Xhale EP,2018,,Unknown to the Unknown,/mnt/d/UTTU/Ludwig A.F/Ludwig A.F. - Xhale EP - 04 Omega Quest.mp3,103.359375,"-185.2625,176.40897,20.509909,2.2129836,-13.343245,-3.7336082,-14.961365,-3.25947,-9.421662,-3.9500086,-10.303833,-5.559873,-4.3682146,-1.1283488,-5.0622473,-7.038919,-5.4895077,-4.236752,-8.705268,1.9037915",Search Failed,Search Failed
876,GM Baby,M4A4,Charisma EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/M4A4/M4A4 - Charisma EP - 01 GM Baby.mp3,135.99917763157896,"-220.0958,46.061356,4.373237,17.70947,0.24002437,7.1935573,0.25456637,0.94687104,-1.2589858,5.0200515,1.0940248,4.5638614,0.9441282,4.749147,1.3848935,7.4513445,5.3915668,7.1224833,5.3724976,6.9514284",Electronic,UK Garage
877,Seduction,M4A4,Charisma EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/M4A4/M4A4 - Charisma EP - 02 Seduction.mp3,89.10290948275862,"-183.49529,47.071117,20.543941,23.572268,7.013074,18.321016,12.939096,11.522798,2.395133,12.332829,5.2479224,10.3438635,6.397451,6.1652374,7.213078,12.45415,4.682453,7.978134,5.695814,7.373242",Electronic,UK Garage
878,Hot Hausin',M4A4,Charisma EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/M4A4/M4A4 - Charisma EP - 03 Hot Hausin'.mp3,66.25600961538461,"-216.03581,46.02437,30.359257,27.94854,14.289333,23.79349,11.232907,16.186184,1.3875992,4.1995983,3.8982928,5.259577,4.552438,8.71964,12.983568,15.057097,10.12893,6.9090424,7.0048256,8.555661",Electronic,UK Garage
879,Deepness,M4A4,Charisma EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/M4A4/M4A4 - Charisma EP - 04 Deepness.mp3,135.99917763157896,"-212.50345,63.96178,51.846573,26.958317,1.3346289,18.369682,-2.5929184,5.79939,-11.3357725,-7.207031,-10.633275,-6.3458314,-10.69896,-3.022393,-5.111631,-2.1387186,-5.7187657,-3.9686167,-5.76773,3.4555113",Electronic,UK Garage
880,Vision Leaks,M4A4,Vision Leaks,2023,,Unknown to the Unknown,/mnt/d/UTTU/M4A4/M4A4 - Vision Leaks - 01 Vision Leaks.mp3,92.28515625,"-158.5727,57.753872,27.825516,13.580701,18.359695,21.951159,13.257542,11.340464,6.0673776,11.340902,3.341507,11.232445,5.066517,8.164806,2.1933727,6.4339905,0.9498724,7.5956826,4.478627,7.741369",Search Failed,Search Failed
881,Kiss Your Skin,M4A4,Vision Leaks,2023,,Unknown to the Unknown,/mnt/d/UTTU/M4A4/M4A4 - Vision Leaks - 02 Kiss Your Skin.mp3,92.28515625,"-82.866516,60.427254,-35.958447,18.25506,-8.411626,21.848324,22.64373,18.648407,10.1992,7.0825024,-2.5635123,10.347312,7.551113,15.109317,10.910854,7.703695,0.4609791,4.93821,0.31920847,-4.0417223",Search Failed,Search Failed
882,Now I Feel It,M4A4,Vision Leaks,2023,,Unknown to the Unknown,/mnt/d/UTTU/M4A4/M4A4 - Vision Leaks - 03 Now I Feel It.mp3,143.5546875,"-74.04649,32.67971,-33.623287,17.94647,2.950782,25.01812,16.150944,18.943335,6.5125456,10.999458,1.6552603,8.212336,7.412517,12.312404,9.534787,12.7518835,6.5319786,11.745139,6.78505,8.877817",Search Failed,Search Failed
883,Forked Tongue,machìna,Trusted EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/machìna/machìna - Trusted EP - 01 Forked Tongue.mp3,129.19921875,"-89.30437,101.97985,26.184458,28.831102,6.4125457,20.743359,4.477825,8.782571,-3.808413,2.8290124,-1.7168266,6.1177945,-2.0075774,0.6688345,-4.923729,2.33856,0.13012865,3.8905218,-2.8041236,2.350594",Electronic,"Leftfield, Techno"
884,REM-S,machìna,Trusted EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/machìna/machìna - Trusted EP - 02 REM-S.mp3,129.19921875,"-52.523804,97.448265,-18.405178,25.658092,-8.52607,8.545397,-8.101631,-0.6931901,-9.739845,-0.6604442,-5.7610946,-0.06656927,-6.09996,-5.404666,-8.304068,-3.5782166,-7.969529,-2.9736602,-5.3247504,0.99875015",Electronic,"Leftfield, Techno"
885,Trusted,machìna,Trusted EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/machìna/machìna - Trusted EP - 03 Trusted.mp3,143.5546875,"-175.56502,132.34154,22.158342,13.16701,3.8115344,8.504737,5.9784307,7.5610466,-0.29524583,4.9056263,0.14188275,-3.4502566,-2.3409295,-0.38540798,-2.6601222,2.3239737,-0.708835,0.52358335,1.2235489,4.415454",Electronic,"Leftfield, Techno"
886,Ensemble Room,machìna,Trusted EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/machìna/machìna - Trusted EP - 04 Ensemble Room.mp3,117.45383522727273,"-151.92029,104.12269,19.493528,18.652737,22.576254,8.292456,-5.4915886,5.883672,1.3613353,4.389323,-8.81649,-0.066060476,-7.0765505,0.08807952,-9.961631,-0.63511807,-7.258455,-0.07001571,-4.1779127,-0.06588968",Electronic,"Leftfield, Techno"
887,Forked Tongue,machìna,Trusted EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/machìna - Trusted EP/machìna - Trusted EP - 01 Forked Tongue.mp3,129.19921875,"-89.30437,101.97985,26.184458,28.831102,6.4125457,20.743359,4.477825,8.782571,-3.808413,2.8290124,-1.7168266,6.1177945,-2.0075774,0.6688345,-4.923729,2.33856,0.13012865,3.8905218,-2.8041236,2.350594",Electronic,"Leftfield, Techno"
888,REM-S,machìna,Trusted EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/machìna - Trusted EP/machìna - Trusted EP - 02 REM-S.mp3,129.19921875,"-52.523804,97.448265,-18.405178,25.658092,-8.52607,8.545397,-8.101631,-0.6931901,-9.739845,-0.6604442,-5.7610946,-0.06656927,-6.09996,-5.404666,-8.304068,-3.5782166,-7.969529,-2.9736602,-5.3247504,0.99875015",Electronic,"Leftfield, Techno"
889,Trusted,machìna,Trusted EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/machìna - Trusted EP/machìna - Trusted EP - 03 Trusted.mp3,143.5546875,"-175.56502,132.34154,22.158342,13.16701,3.8115344,8.504737,5.9784307,7.5610466,-0.29524583,4.9056263,0.14188275,-3.4502566,-2.3409295,-0.38540798,-2.6601222,2.3239737,-0.708835,0.52358335,1.2235489,4.415454",Electronic,"Leftfield, Techno"
890,Ensemble Room,machìna,Trusted EP,2022,,Unknown to the Unknown,/mnt/d/UTTU/machìna - Trusted EP/machìna - Trusted EP - 04 Ensemble Room.mp3,117.45383522727273,"-151.92029,104.12269,19.493528,18.652737,22.576254,8.292456,-5.4915886,5.883672,1.3613353,4.389323,-8.81649,-0.066060476,-7.0765505,0.08807952,-9.961631,-0.63511807,-7.258455,-0.07001571,-4.1779127,-0.06588968",Electronic,"Leftfield, Techno"
891,Automatik,Mak & Pasteman,Automatik / Ringer,2016,,Unknown to the Unknown,/mnt/d/UTTU/Mak & Pasteman/Mak & Pasteman - Automatik - Ringer - 01 Automatik.mp3,129.19921875,"-125.547554,97.00231,1.0369842,33.958305,7.087068,29.12191,5.7337084,10.756652,-0.04959533,8.218911,2.6188118,7.4560585,1.6378856,5.323558,3.8472104,6.913872,-0.48926336,3.9178975,1.5339276,6.9255877",Search Failed,Search Failed
892,Ringer,Mak & Pasteman,Automatik / Ringer,2016,,Unknown to the Unknown,/mnt/d/UTTU/Mak & Pasteman/Mak & Pasteman - Automatik - Ringer - 02 Ringer.mp3,123.046875,"-67.87218,57.09017,-13.736406,25.903149,14.428878,23.85502,12.823905,18.401354,9.938985,9.399204,4.1502542,7.6940613,2.1981215,4.984058,1.729276,4.7964826,-0.22380087,3.9747357,-2.0698047,1.5855426",Search Failed,Search Failed
893,Percwerc,Mak & Pasteman,Dance Trax Vol 1,2016,,Unknown to the Unknown,/mnt/d/UTTU/Mak & Pasteman/Mak & Pasteman - Dance Trax Vol 1 - 01 Percwerc.mp3,83.35433467741936,"-64.83349,61.476143,-19.665443,45.784702,11.060296,14.973644,5.801379,14.596615,4.330558,14.1171875,4.862827,5.330497,1.6182921,6.678228,5.425765,6.0527396,-3.371722,0.43962583,1.1170243,4.1600375",Electronic,"House, Deep House"
894,T2000,Mak & Pasteman,Dance Trax Vol 1,2016,,Unknown to the Unknown,/mnt/d/UTTU/Mak & Pasteman/Mak & Pasteman - Dance Trax Vol 1 - 02 T2000.mp3,129.19921875,"-78.33965,77.70143,13.730364,33.466465,7.8136973,20.964693,3.7981555,9.42564,3.2481277,6.7547383,2.6593864,5.395064,-5.191656,-0.9551138,-5.155654,3.1144965,-1.0672423,4.0349917,-3.366901,2.7490222",Electronic,"House, Deep House"
895,Automatik,Mak & Pasteman,Automatik / Ringer,2016,,Unknown to the Unknown,/mnt/d/UTTU/Mak & Pasteman - Automatik - Ringer/Mak & Pasteman - Automatik - Ringer - 01 Automatik.mp3,129.19921875,"-125.547554,97.00231,1.0369842,33.958305,7.087068,29.12191,5.7337084,10.756652,-0.04959533,8.218911,2.6188118,7.4560585,1.6378856,5.323558,3.8472104,6.913872,-0.48926336,3.9178975,1.5339276,6.9255877",Search Failed,Search Failed
896,Ringer,Mak & Pasteman,Automatik / Ringer,2016,,Unknown to the Unknown,/mnt/d/UTTU/Mak & Pasteman - Automatik - Ringer/Mak & Pasteman - Automatik - Ringer - 02 Ringer.mp3,123.046875,"-67.87218,57.09017,-13.736406,25.903149,14.428878,23.85502,12.823905,18.401354,9.938985,9.399204,4.1502542,7.6940613,2.1981215,4.984058,1.729276,4.7964826,-0.22380087,3.9747357,-2.0698047,1.5855426",Search Failed,Search Failed
897,Percwerc,Mak & Pasteman,Dance Trax Vol 1,2016,,Unknown to the Unknown,/mnt/d/UTTU/Mak & Pasteman - Dance Trax Vol 1/Mak & Pasteman - Dance Trax Vol 1 - 01 Percwerc.mp3,83.35433467741936,"-64.83349,61.476143,-19.665443,45.784702,11.060296,14.973644,5.801379,14.596615,4.330558,14.1171875,4.862827,5.330497,1.6182921,6.678228,5.425765,6.0527396,-3.371722,0.43962583,1.1170243,4.1600375",Electronic,"House, Deep House"
898,T2000,Mak & Pasteman,Dance Trax Vol 1,2016,,Unknown to the Unknown,/mnt/d/UTTU/Mak & Pasteman - Dance Trax Vol 1/Mak & Pasteman - Dance Trax Vol 1 - 02 T2000.mp3,129.19921875,"-78.33965,77.70143,13.730364,33.466465,7.8136973,20.964693,3.7981555,9.42564,3.2481277,6.7547383,2.6593864,5.395064,-5.191656,-0.9551138,-5.155654,3.1144965,-1.0672423,4.0349917,-3.366901,2.7490222",Electronic,"House, Deep House"
899,Side Hustle,Mani Festo,Dance Trax Vol. 57,2023,,Unknown to the Unknown,/mnt/d/UTTU/Mani Festo/Mani Festo - Dance Trax Vol. 57 - 01 Side Hustle.mp3,66.25600961538461,"-82.54677,66.2204,-3.341291,8.110968,-11.817673,9.396332,0.0009474258,6.892815,2.3237622,12.542232,4.3817854,7.952551,6.8909645,9.427878,4.7887497,8.097945,5.245143,5.093703,3.870228,5.228837",Search Failed,Search Failed
900,Signal,Mani Festo,Dance Trax Vol. 57,2023,,Unknown to the Unknown,/mnt/d/UTTU/Mani Festo/Mani Festo - Dance Trax Vol. 57 - 02 Signal.mp3,99.38401442307692,"-34.530434,62.065464,9.071035,25.19303,-7.7614226,7.9334745,-3.7824855,1.5207723,-1.3069066,4.203123,-5.5715013,1.0337546,-2.5780005,0.47003263,0.9539668,1.8936828,-2.1404035,3.1063983,-1.0132915,1.9096172",Search Failed,Search Failed
901,Plunk,Mani Festo,Dance Trax Vol. 57,2023,,Unknown to the Unknown,/mnt/d/UTTU/Mani Festo/Mani Festo - Dance Trax Vol. 57 - 03 Plunk.mp3,143.5546875,"-122.72838,76.17998,30.615334,24.03275,6.616675,18.844355,8.358884,14.261446,9.019406,13.757742,6.36948,10.125268,8.856683,11.957541,6.2276917,9.233356,4.365902,6.78077,3.2033393,5.174314",Search Failed,Search Failed
902,Fancy Dome,MAREAM,Fancy Dome EP,2021,,Unknown to the Unknown,/mnt/d/UTTU/MAREAM/MAREAM - Fancy Dome EP - 01 Fancy Dome.mp3,143.5546875,"-41.978348,64.03975,11.348107,29.877174,9.111755,22.770943,7.366968,16.271727,4.4259424,10.879697,4.3805633,6.5107937,0.067298405,3.7571282,-0.3857025,5.224796,-0.8372082,3.1246295,-2.865972,0.46938",Search Failed,Search Failed
903,Inunoyosa,MAREAM,Fancy Dome EP,2021,,Unknown to the Unknown,/mnt/d/UTTU/MAREAM/MAREAM - Fancy Dome EP - 02 Inunoyosa.mp3,107.666015625,"-30.499163,89.5222,1.1154597,23.012205,6.9934125,15.186053,8.317228,9.839016,6.2935443,6.983344,2.9023154,5.325714,0.84825546,3.6794257,-0.2622029,3.6723518,1.7676272,3.3075435,-0.32920158,2.88328",Search Failed,Search Failed
904,UAV Is Online,MAREAM,Fancy Dome EP,2021,,Unknown to the Unknown,/mnt/d/UTTU/MAREAM/MAREAM - Fancy Dome EP - 03 UAV Is Online.mp3,143.5546875,"-59.04247,62.920067,3.079157,30.009485,3.3977227,19.29484,-1.694494,12.060551,2.63569,8.875187,3.3358839,7.4377933,-0.24770738,5.4765625,0.525816,5.675242,2.2341728,7.3689084,2.519514,5.7745414",Search Failed,Search Failed
905,High Life,Max D,High Life + Willie Burns Remix,2014,,Unknown to the Unknown,/mnt/d/UTTU/Max D/Max D - High Life + Willie Burns Remix - 01 High Life.mp3,71.77734375,"-96.92093,80.790565,-3.0832245,48.02299,-12.839855,15.953298,-7.191432,3.8548455,-9.19931,-2.0559447,-4.21379,-2.37188,-2.2477329,4.890169,-2.098254,4.186465,3.7980552,4.3101044,-3.7162971,-5.5169573",Search Failed,Search Failed
906,High Life - Willie Burns Remix,Max D,High Life + Willie Burns Remix,2014,,Unknown to the Unknown,/mnt/d/UTTU/Max D/Max D - High Life + Willie Burns Remix - 02 High Life - Willie Burns Remix.mp3,123.046875,"-139.91515,111.48826,2.0713365,31.476631,-12.870571,9.357845,-12.922478,-1.3737098,-13.447802,-3.9792569,-6.064578,-1.4319663,0.21800613,3.5886955,-1.3098637,4.8475714,5.3624063,7.1120934,1.6281877,1.2222884",Search Failed,Search Failed
907,Moog Beat,Melé,Tribal Trax + DJ Boring & Bontan Remixes,2018,,Unknown to the Unknown,/mnt/d/UTTU/Melé/Melé - Tribal Trax + DJ Boring & Bontan Remixes - 01 Moog Beat.mp3,123.046875,"-130.4044,85.03921,26.397224,28.48172,11.197086,15.233258,3.565851,9.129815,0.6607152,6.311334,-1.940944,2.057847,-1.0913821,2.1330283,-0.3752712,5.732927,-1.5974463,3.3172295,2.7643564,6.276808",Search Failed,Search Failed
908,Moog Beat (DJ Boring Remix),Melé,Tribal Trax + DJ Boring & Bontan Remixes,2018,,Unknown to the Unknown,/mnt/d/UTTU/Melé/Melé - Tribal Trax + DJ Boring & Bontan Remixes - 02 Moog Beat (DJ Boring Remix).mp3,123.046875,"-133.29272,73.661415,2.058996,15.63035,4.9380226,18.97436,4.1084695,10.327773,3.6814883,9.50071,0.58065414,4.5321393,2.3296356,4.255011,0.039430168,2.4337754,-2.4778125,6.865186,3.8385723,2.2642555",Search Failed,Search Failed
909,Larry Beat,Melé,Tribal Trax + DJ Boring & Bontan Remixes,2018,,Unknown to the Unknown,/mnt/d/UTTU/Melé/Melé - Tribal Trax + DJ Boring & Bontan Remixes - 03 Larry Beat.mp3,123.046875,"-110.4091,107.97779,-17.540941,16.603483,14.762249,19.620972,9.178171,14.422709,6.3522654,12.880029,5.088561,4.2592416,1.2394406,2.079607,0.3641206,1.9790485,-4.0142508,-2.0520248,-3.5456667,-0.16231577",Search Failed,Search Failed
910,Tribal Layers,Melé,Tribal Trax + DJ Boring & Bontan Remixes,2018,,Unknown to the Unknown,/mnt/d/UTTU/Melé/Melé - Tribal Trax + DJ Boring & Bontan Remixes - 04 Tribal Layers.mp3,129.19921875,"-105.922966,108.16091,7.1430516,25.255,2.6988673,11.787449,-4.3327584,2.8477077,-5.1119556,0.93223935,-6.448054,-4.848805,-7.277306,-1.6262299,-3.4097657,-1.9729284,-5.136761,-2.3773158,-6.651021,-3.621871",Search Failed,Search Failed
911,Tribal Layers (Bontan Remix),Melé,Tribal Trax + DJ Boring & Bontan Remixes,2018,,Unknown to the Unknown,/mnt/d/UTTU/Melé/Melé - Tribal Trax + DJ Boring & Bontan Remixes - 05 Tribal Layers (Bontan Remix).mp3,123.046875,"-92.93732,37.136894,23.549858,12.526796,2.9320886,9.365992,1.6494561,4.3346863,2.0045333,4.7476063,-1.4808143,1.0691723,-4.1509757,2.1139843,-4.367824,2.3234015,-1.9417553,-0.5449106,-3.2218165,0.7209352",Search Failed,Search Failed
912,Moog Beat,Melé,Tribal Trax + DJ Boring & Bontan Remixes,2018,,Unknown to the Unknown,/mnt/d/UTTU/Melé - Tribal Trax + DJ Boring & Bontan Remixes/Melé - Tribal Trax + DJ Boring & Bontan Remixes - 01 Moog Beat.mp3,123.046875,"-130.4044,85.03921,26.397224,28.48172,11.197086,15.233258,3.565851,9.129815,0.6607152,6.311334,-1.940944,2.057847,-1.0913821,2.1330283,-0.3752712,5.732927,-1.5974463,3.3172295,2.7643564,6.276808",Search Failed,Search Failed
